price,room,bathroom,surface,link,property_type,city,zone
530000.0,2.0,1.0,100.0,https://www.avito.ma/fr/taza/appartements/app_avendre_en_face_cin%C3%A9ma_friwato_a_c%C3%B4t%C3%A9_BIM__56767201.htm,Appartements , Taza,Toute la ville
1162500.0,,,,https://immoneuf.avito.ma/fr/unite/4j7?utm_source=avito_integration&utm_medium=listing_integration,Immobilier neuf , Casablanca,
1250000.0,,,160.0,https://www.avito.ma/fr/autre_secteur/appartements/Superbe_Appartement_160m%C2%B2___56742731.htm,Appartements , Kénitra,Autre secteur
790000.0,,,,https://immoneuf.avito.ma/fr/unite/vQL?utm_source=avito_integration&utm_medium=listing_integration,Immobilier neuf , Casablanca,
28000000.0,5.0,5.0,900.0,https://www.avito.ma/fr/amelkis/villas_et_riads/Vente_Villa_8_pi%C3%A8ces_de_900_m2_%C3%A0_Marrakech_56663120.htm,Villas et Riads , Marrakech,Amelkis
3150000.0,5.0,5.0,558.0,https://www.avito.ma/fr/dakhla/villas_et_riads/Villas_265_m%C2%B2_Palm_Lagoon__54703267.htm,Villas et Riads , Dakhla,Toute la ville
540000.0,,,70.0,https://www.avito.ma/fr/autre_secteur/appartements/%D8%B4%D9%82%D8%A9_%D8%B1%D8%A7%D9%82%D9%8A%D8%A9_70%D9%85%C2%B2___56746972.htm,Appartements , Kénitra,Autre secteur
810000.0,,,,https://immoneuf.avito.ma/fr/unite/jn6?utm_source=avito_integration&utm_medium=listing_integration,Immobilier neuf , Casablanca,
3990000.0,3.0,2.0,189.0,https://www.avito.ma/fr/triangle_d_or/appartements/126411_Vente_Appt_%C3%A0_Casablanca_Triangle_D_Or_de_18_56659049.htm,Appartements , Casablanca,Triangle d'Or
1668000.0,,,,https://immoneuf.avito.ma/fr/unite/SpW?utm_source=avito_integration&utm_medium=listing_integration,Immobilier neuf , Casablanca,
560000.0,,,75.0,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_Neuf_75m%C2%B2___55895066.htm,Appartements , Kénitra,Autre secteur
360000.0,3.0,2.0,72.0,https://www.avito.ma/fr/deroua/appartements/Appartement_%C3%A0_vendre_72_m%C2%B2_%C3%A0_Deroua_56736204.htm,Appartements , Deroua,Toute la ville
3520000.0,,,,https://immoneuf.avito.ma/fr/unite/t7X?utm_source=avito_integration&utm_medium=listing_integration,Immobilier neuf , Casablanca,
1751000.0,3.0,2.0,103.0,https://www.avito.ma/fr/maarif/appartements/%C3%80_vendre___Appartement_3_chambres_56726527.htm,Appartements , Casablanca,Maarif
1100000.0,2.0,2.0,500.0,https://www.avito.ma/fr/route_d_ourika/villas_et_riads/%D9%81%D9%8A%D9%84%D8%A7_%D8%B1%D8%A7%D8%A6%D8%B9%D8%A9_%D9%84%D9%84%D8%A8%D9%8A%D8%B9__56731811.htm,Villas et Riads , Marrakech,Route d'Ourika
2800000.0,,,,https://immoneuf.avito.ma/fr/unite/qsY?utm_source=avito_integration&utm_medium=listing_integration,Immobilier neuf , Casablanca,
1710000.0,2.0,2.0,83.0,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_%C3%A0_vendre_83_m%C2%B2_%C3%A0_Gu%C3%A9liz_Marrakech_56259699.htm,Appartements , Marrakech,Guéliz
1800000.0,3.0,2.0,109.0,https://www.avito.ma/fr/harhoura/appartements/Appartement_%C3%A0_vendre_109_m%C2%B2_%C3%A0_Temara_54290046.htm,Appartements , Temara,Harhoura
950000.0,,,,https://immoneuf.avito.ma/fr/unite/0ZQ?utm_source=avito_integration&utm_medium=listing_integration,Immobilier neuf , Casablanca,
1350000.0,2.0,2.0,112.0,https://www.avito.ma/fr/maarif/appartements/Appartement_%C3%A0_vendre_100_m%C2%B2_%C3%A0_Casablanca_56680841.htm,Appartements , Casablanca,Maarif
10000000.0,5.0,4.0,,https://www.avito.ma/fr/hay_riad/villas_et_riads/ville_a_hay_riad__55917746.htm,Villas et Riads , Rabat,Hay Riad
390000.0,,,,https://immoneuf.avito.ma/fr/unite/ixl?utm_source=avito_integration&utm_medium=listing_integration,Immobilier neuf , Casablanca,
1400000.0,2.0,2.0,145.0,https://www.avito.ma/fr/maamora/appartements/Appartement_%C3%A0_vendre_160_m%C2%B2_%C3%A0_K%C3%A9nitra_56398676.htm,Appartements , Kénitra,Maamora
1100000.0,2.0,1.0,74.0,https://www.avito.ma/fr/asilah/appartements/Appartement_%C3%A0_vendre_74_m%C2%B2_%C3%A0_Asilah_54451286.htm,Appartements , Asilah,Toute la ville
560000.0,2.0,1.0,,https://www.avito.ma/fr/khouribga/appartements/Appartement_a_vendre_56595889.htm,Appartements , Khouribga,Toute la ville
880000.0,1.0,1.0,58.0,https://www.avito.ma/fr/bourgogne/appartements/Appartement_%C3%A0_vendre_50_m%C2%B2_%C3%A0_Casablanca_56765787.htm,Appartements , Casablanca,Bourgogne
850000.0,3.0,2.0,160.0,https://www.avito.ma/fr/el_bassatine/appartements/appartement_de_Luxe__54807693.htm,Appartements , Meknès,El Bassatine
2400000.0,3.0,2.0,140.0,https://www.avito.ma/fr/av_mohammed_vi/appartements/Prestigia_Argan_56789029.htm,Appartements , Marrakech,Av Mohammed VI
1400000.0,,,,https://immoneuf.avito.ma/fr/unite/YOE?utm_source=avito_integration&utm_medium=listing_integration,Immobilier neuf , Casablanca,
1200000.0,3.0,2.0,92.0,https://www.avito.ma/fr/ain_sebaa/appartements/Superbe_Haut_Standing_Finition_installation_Angle__56789026.htm,Appartements , Casablanca,Ain Sebaa
800000.0,,,,https://immoneuf.avito.ma/fr/unite/jUt?utm_source=avito_integration&utm_medium=listing_integration,Immobilier neuf , Casablanca,
1400000.0,3.0,2.0,,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_130_m%C2%B2_%C3%A0_Bouznika_56779982.htm,Appartements , Bouznika,Autre secteur
860000.0,2.0,2.0,89.0,https://www.avito.ma/fr/ville_verte/appartements/Appartement_89_m%C2%B2_Perla_Bouskoura_55750483.htm,Appartements , Bouskoura,Ville verte
3650000.0,,,,https://immoneuf.avito.ma/fr/unite/Lf7?utm_source=avito_integration&utm_medium=listing_integration,Immobilier neuf , Casablanca,
1960000.0,3.0,3.0,123.0,https://www.avito.ma/fr/casablanca_finance_city/appartements/Piscine_et_jardins__nouveau__Cheikh_Khalifa_56414100.htm,Appartements , Casablanca,Casablanca Finance City
410000.0,2.0,1.0,60.0,https://www.avito.ma/fr/berrechid/appartements/%D8%B4%D9%82%D9%82_%D9%84%D9%84%D8%A8%D9%8A%D8%B9_%D8%A8%D8%AD%D9%8A_%D8%A7%D9%84%D9%85%D8%AF%D9%8A%D9%86%D9%87__56743718.htm,Appartements , Berrechid,Toute la ville
610000.0,,,,https://immoneuf.avito.ma/fr/unite/Fpj?utm_source=avito_integration&utm_medium=listing_integration,Immobilier neuf , Casablanca,
1000000.0,,,,https://immoneuf.avito.ma/fr/unite/j0K?utm_source=avito_integration&utm_medium=listing_integration,Immobilier neuf , Casablanca,
2500000.0,3.0,0.0,,https://www.avito.ma/fr/victor_hugo/appartements/Duplex_%C3%A0_vendre_%C3%A0_Victor_Hugo_Marrakech__56216595.htm,Appartements , Marrakech,Victor Hugo
630000.0,2.0,2.0,76.0,https://www.avito.ma/fr/autre_secteur/appartements/Appartements_Standing_76m2_Bouznika_Quartier_Neuf_56572680.htm,Appartements , Bouznika,Autre secteur
790000.0,2.0,2.0,,https://www.avito.ma/fr/said_hajji/appartements/appartement_%C3%A0_sal%C3%A9_101m2_56788998.htm,Appartements , Salé,Said Hajji
750000.0,,,,https://immoneuf.avito.ma/fr/unite/bR6?utm_source=avito_integration&utm_medium=listing_integration,Immobilier neuf , Casablanca,
4500000.0,3.0,5.0,400.0,https://www.avito.ma/fr/moujahidine/villas_et_riads/villa_semi_finie_moujahidin_56247232.htm,Villas et Riads , Tanger,Moujahidine
870000.0,2.0,2.0,,https://www.avito.ma/fr/hay_laymouna/appartements/Appart_vendre_58m%C2%B2_pr%C3%A8s_cheikhkhalifa_CFC_UM6_Tram_56175576.htm,Appartements , Casablanca,Hay Laymouna
2892000.0,,,,https://immoneuf.avito.ma/fr/unite/9BE?utm_source=avito_integration&utm_medium=listing_integration,Immobilier neuf , Casablanca,
1000000.0,1.0,1.0,,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Studio_%C3%A0_r%C3%A9nover_avec_piscine_%C3%A0_Marrakech_56289909.htm,Appartements , Marrakech,Guéliz
660000.0,2.0,2.0,73.0,https://www.avito.ma/fr/centre_ville/appartements/Offre___rare_appart_%C3%A9l%C3%A9gant_R%C3%A9sid__Chaabi_El_Iskan_56707070.htm,Appartements , Mohammedia,Centre Ville
1250000.0,,,,https://immoneuf.avito.ma/fr/unite/oSH?utm_source=avito_integration&utm_medium=listing_integration,Immobilier neuf , Casablanca,
6800000.0,6.0,5.0,415.0,https://www.avito.ma/fr/val_fleuri/villas_et_riads/BONNE_AFFAIRE_VILLA_COMMERCIALE_SPA_VAL_FLEURI_56659093.htm,Villas et Riads , Tanger,Val Fleuri
700000.0,2.0,1.0,72.0,https://www.avito.ma/fr/martil/appartements/appartements_avec_parking_centr_martil__56546961.htm,Appartements , Martil,Toute la ville
2950000.0,,,265.0,https://www.avito.ma/fr/centre/villas_et_riads/Villa_Golf_Luxueuse_Avec_Piscine___55943883.htm,Villas et Riads , Kénitra,Centre
750000.0,1.0,2.0,56.0,https://www.avito.ma/fr/sidi_rahal/appartements/Appartement_%C3%A0_vendre_41_m%C2%B2_%C3%A0_Sidi_Rahal_56456836.htm,Appartements , Sidi Rahal,Toute la ville
1710000.0,2.0,2.0,83.0,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_%C3%A0_vendre_83_m%C2%B2_%C3%A0_semlalia__gu%C3%A9liz__55811696.htm,Appartements , Marrakech,Guéliz
1700000.0,,,,https://immoneuf.avito.ma/fr/unite/MlV?utm_source=avito_integration&utm_medium=listing_integration,Immobilier neuf , Casablanca,
2550000.0,2.0,1.0,121.0,https://www.avito.ma/fr/bourgogne/appartements/70411_Vente_Appt_%C3%A0_Casablanca_Bourgogne__Anfa__de__56630334.htm,Appartements , Casablanca,Bourgogne
476000.0,,,,https://immoneuf.avito.ma/fr/unite/c6h?utm_source=avito_integration&utm_medium=listing_integration,Immobilier neuf , Casablanca,
840000.0,3.0,2.0,78.0,https://www.avito.ma/fr/sidi_maarouf/appartements/Appartement_%C3%A0_vendre_78m%C2%B2_%C3%A0_Casablanca_53823523.htm,Appartements , Casablanca,Sidi Maarouf
1500000.0,3.0,2.0,,https://www.avito.ma/fr/wifak/appartements/Appartement_neuf_%C3%A0_vendre_101_m%C2%B2_%C3%A0_wifak__44430103.htm,Appartements , Temara,Wifak
650000.0,3.0,1.0,,https://www.avito.ma/fr/al_kawtar/appartements/Apart_2_Fa%C3%A7ades_%C3%A0_vend_101_m%C2%B2_3%C3%A8me_%C3%A9tage_%C3%A0_Bouznk_54043501.htm,Appartements , Bouznika,Al Kawtar
5200000.0,,,,https://immoneuf.avito.ma/fr/unite/9lV?utm_source=avito_integration&utm_medium=listing_integration,Immobilier neuf , Casablanca,
1500000.0,2.0,2.0,156.0,https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_vendre_130_m%C2%B2_%C3%A0_bd_anoual_Casablanca_56588073.htm,Appartements , Casablanca,2 Mars
950000.0,1.0,2.0,78.0,https://www.avito.ma/fr/plage_oued_cherrat/appartements/bel_appartement_56761478.htm,Appartements , Bouznika,Plage Oued Cherrat
550000.0,2.0,1.0,60.0,https://www.avito.ma/fr/ain_mezouar/appartements/APPARTEMENT_A_Vendre_a_Ain_mazouar_Marrakech__56788965.htm,Appartements , Marrakech,Ain Mezouar
840000.0,,,,https://immoneuf.avito.ma/fr/unite/1rF?utm_source=avito_integration&utm_medium=listing_integration,Immobilier neuf , Casablanca,
520000.0,2.0,1.0,90.0,https://www.avito.ma/fr/hay_annasr/appartements/mon_appartement_56527015.htm,Appartements , Mohammedia,Hay Annasr
440000.0,4.0,2.0,100.0,https://www.avito.ma/fr/azib_derai/appartements/Appartement_%C3%A0_vendre_100_m%C2%B2_%C3%A0_Safi_53446681.htm,Appartements , Safi,Azib Derai
2400000.0,3.0,3.0,224.0,https://www.avito.ma/fr/wifak/appartements/Appartement_%C3%A0_vendre_205m%C2%B2_%C3%A0_wifak__52131589.htm,Appartements , Temara,Wifak
468600.0,,,,https://immoneuf.avito.ma/fr/unite/1Zy?utm_source=avito_integration&utm_medium=listing_integration,Immobilier neuf , Casablanca,
890000.0,3.0,2.0,,https://www.avito.ma/fr/mers_sultan/appartements/Appartement_%C3%A0_vendre_Mers_sultan__55950701.htm,Appartements , Casablanca,Mers Sultan
673950.0,,,,https://immoneuf.avito.ma/fr/unite/1dZ?utm_source=avito_integration&utm_medium=listing_integration,Immobilier neuf , Casablanca,
1070000.0,7.0,4.0,120.0,https://www.avito.ma/fr/aarid/maisons/%D8%AB%D9%84%D8%A7%D8%AB_%D8%B4%D9%82%D9%82_%D9%81%D9%8A_%D9%85%D9%86%D8%B2%D9%84_%D9%88%D8%A7%D8%AD%D8%AF__56788953.htm,Maisons , Nador,Aarid
860000.0,2.0,1.0,,https://www.avito.ma/fr/hay_al_wahda/appartements/Appartement_%C3%A0_vendre_95_m%C2%B2_%C3%A0_Mohammedia_56510334.htm,Appartements , Mohammedia,Hay Al Wahda
1240000.0,,,,https://immoneuf.avito.ma/fr/unite/UZM?utm_source=avito_integration&utm_medium=listing_integration,Immobilier neuf , Casablanca,
450000.0,2.0,1.0,72.0,https://www.avito.ma/fr/autre_secteur/appartements/Ideal_Appartement_%C3%A0_vendre_%C3%A0_Bouznika_53254156.htm,Appartements , Bouznika,Autre secteur
570000.0,2.0,1.0,,https://www.avito.ma/fr/al_kawtar/appartements/Appartement_%C3%A0_vendre_84_m%C2%B2_%C3%A0_Bouznika__3%C3%A8me_%C3%A9tage__54043561.htm,Appartements , Bouznika,Al Kawtar
4700000.0,,,,https://immoneuf.avito.ma/fr/unite/KUZ?utm_source=avito_integration&utm_medium=listing_integration,Immobilier neuf , Casablanca,
4000000.0,4.0,6.0,140.0,https://www.avito.ma/fr/errahma/villas_et_riads/%D9%84%D9%84%D8%A8%D9%8A%D8%B9_%D8%B9%D9%85%D8%A7%D8%B1%D8%A9_%D8%B3%D9%83%D9%86%D9%8A%D8%A9_%D9%88%D8%AA%D8%AC%D8%A7%D8%B1%D9%8A%D8%A9_%D8%AD%D9%8A_%D8%A7%D9%84%D8%B1%D8%AD%D9%85%D8%A9__%D8%A7%D9%84%D8%AF%D8%A7%D8%B1_%D8%A7%D9%84%D8%A8%D9%8A%D8%B6%D8%A7%D8%A1_55954134.htm,Villas et Riads , Casablanca,Errahma
1090000.0,3.0,3.0,140.0,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_140_m%C2%B2_%C3%A0_Victoria_56785734.htm,Appartements , Casablanca,Autre secteur
520000.0,2.0,1.0,90.0,https://www.avito.ma/fr/hay_annasr/appartements/mon_appartement_56527015.htm,Appartements , Mohammedia,Hay Annasr
440000.0,4.0,2.0,100.0,https://www.avito.ma/fr/azib_derai/appartements/Appartement_%C3%A0_vendre_100_m%C2%B2_%C3%A0_Safi_53446681.htm,Appartements , Safi,Azib Derai
650000.0,,,,https://immoneuf.avito.ma/fr/unite/aS9?utm_source=avito_integration&utm_medium=listing_integration,Immobilier neuf , Casablanca,
2400000.0,3.0,3.0,224.0,https://www.avito.ma/fr/wifak/appartements/Appartement_%C3%A0_vendre_205m%C2%B2_%C3%A0_wifak__52131589.htm,Appartements , Temara,Wifak
1232000.0,,,,https://immoneuf.avito.ma/fr/unite/jUl?utm_source=avito_integration&utm_medium=listing_integration,Immobilier neuf , Casablanca,
890000.0,3.0,2.0,,https://www.avito.ma/fr/mers_sultan/appartements/Appartement_%C3%A0_vendre_Mers_sultan__55950701.htm,Appartements , Casablanca,Mers Sultan
1070000.0,7.0,4.0,120.0,https://www.avito.ma/fr/aarid/maisons/%D8%AB%D9%84%D8%A7%D8%AB_%D8%B4%D9%82%D9%82_%D9%81%D9%8A_%D9%85%D9%86%D8%B2%D9%84_%D9%88%D8%A7%D8%AD%D8%AF__56788953.htm,Maisons , Nador,Aarid
860000.0,2.0,1.0,,https://www.avito.ma/fr/hay_al_wahda/appartements/Appartement_%C3%A0_vendre_95_m%C2%B2_%C3%A0_Mohammedia_56510334.htm,Appartements , Mohammedia,Hay Al Wahda
450000.0,2.0,1.0,72.0,https://www.avito.ma/fr/autre_secteur/appartements/Ideal_Appartement_%C3%A0_vendre_%C3%A0_Bouznika_53254156.htm,Appartements , Bouznika,Autre secteur
570000.0,2.0,1.0,,https://www.avito.ma/fr/al_kawtar/appartements/Appartement_%C3%A0_vendre_84_m%C2%B2_%C3%A0_Bouznika__3%C3%A8me_%C3%A9tage__54043561.htm,Appartements , Bouznika,Al Kawtar
1995000.0,,,,https://immoneuf.avito.ma/fr/unite/9hv?utm_source=avito_integration&utm_medium=listing_integration,Immobilier neuf , Casablanca,
560000.0,2.0,1.0,64.0,https://www.avito.ma/fr/martil/appartements/%D8%B4%D9%82%D8%A9_%D8%B9%D8%B5%D8%B1%D9%8A%D8%A9_%D8%A8%D8%AF%D8%B9%D9%85__56019252.htm,Appartements , Martil,Toute la ville
1320000.0,,,,https://immoneuf.avito.ma/fr/unite/jHp?utm_source=avito_integration&utm_medium=listing_integration,Immobilier neuf , Casablanca,
740000.0,4.0,2.0,105.0,https://www.avito.ma/fr/dar_bouazza/maisons/Appartement_%C3%A0_vendre_100_m%C2%B2_%C3%A0_Dar_Bouazza_56788921.htm,Maisons , Dar Bouazza,Toute la ville
1400000.0,,,,https://immoneuf.avito.ma/fr/unite/sjA?utm_source=avito_integration&utm_medium=listing_integration,Immobilier neuf , Casablanca,
3800000.0,4.0,4.0,,https://www.avito.ma/fr/harhoura/villas_et_riads/Villa_neuf_%C3%A0_vendre_%C3%A0_harhoura__54896528.htm,Villas et Riads , Temara,Harhoura
810000.0,,,,https://immoneuf.avito.ma/fr/unite/6bz?utm_source=avito_integration&utm_medium=listing_integration,Immobilier neuf , Casablanca,
1300000.0,1.0,2.0,,https://www.avito.ma/fr/victor_hugo/appartements/Studio_duplex_meubl%C3%A9_%C3%A0_vendre_%C3%A0_Marrakech__56515290.htm,Appartements , Marrakech,Victor Hugo
1700000.0,3.0,1.0,181.0,https://www.avito.ma/fr/ahlane/appartements/Appartement_181_m%C2%B2_%C3%A0_Tanger_avec_terrasse__38_m%C2%B2__56788886.htm,Appartements , Tanger,Ahlane
1200000.0,2.0,2.0,93.0,https://www.avito.ma/fr/centre_ville/appartements/%C3%80_vendre_appart_93_m%C2%B2__Gueliz_Marrakech_56590064.htm,Appartements , Marrakech,Centre Ville
600000.0,,,,https://immoneuf.avito.ma/fr/unite/JWB?utm_source=avito_integration&utm_medium=listing_integration,Immobilier neuf , Casablanca,
6900000.0,5.0,3.0,,https://www.avito.ma/fr/hay_riad/villas_et_riads/villa_commerciale__cr%C3%A9che__%C3%A0_vendre_%C3%A0_MAHAJ_RYAD_54653457.htm,Villas et Riads , Rabat,Hay Riad
1680000.0,3.0,2.0,160.0,https://www.avito.ma/fr/bd_moulay_abdellah/appartements/Appartement_%C3%A0_vendre_120_m%C2%B2_%C3%A0_Marrakech_56788882.htm,Appartements , Marrakech,Bd Moulay Abdellah
1170000.0,,,,https://immoneuf.avito.ma/fr/unite/e4K?utm_source=avito_integration&utm_medium=listing_integration,Immobilier neuf , Casablanca,
1559000.0,2.0,2.0,94.0,https://www.avito.ma/fr/maarif/appartements/Appartements_de_Luxe_Neufs_%C3%A0_Franceville_84m%C2%B2_56785535.htm,Appartements , Casablanca,Maarif
290000.0,2.0,2.0,58.0,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_de_58_m%C2%B2_%C3%A0_Toulal_Mekn%C3%A8s__51420274.htm,Appartements , Meknès,Autre secteur
600000.0,2.0,1.0,,https://www.avito.ma/fr/al_kawtar/appartements/Apart_2_Fa%C3%A7ades_%C3%A0_vendre_87_m%C2%B2_3%C3%A8me_%C3%A9tage_%C3%A0_Bouzka_54043552.htm,Appartements , Bouznika,Al Kawtar
680000.0,3.0,2.0,148.0,https://www.avito.ma/fr/berrechid/appartements/appartement_a_karam_2_a_c%C3%B4t%C3%A9_a_Carrefour__56708764.htm,Appartements , Berrechid,Toute la ville
1337500.0,,,,https://immoneuf.avito.ma/fr/unite/9PC?utm_source=avito_integration&utm_medium=listing_integration,Immobilier neuf , Casablanca,
800000.0,2.0,2.0,,https://www.avito.ma/fr/hay_salam/appartements/Appartement_%C3%A0_vendre_84_m%C2%B2_%C3%A0_Agadir_55818891.htm,Appartements , Agadir,Hay Salam
1350000.0,3.0,1.0,105.0,https://www.avito.ma/fr/californie/appartements/78305_Vente_Appt_%C3%A0_Casablanca_Californie_de_105_m%C2%B2_56045950.htm,Appartements , Casablanca,Californie
2080000.0,,,,https://immoneuf.avito.ma/fr/unite/YZx?utm_source=avito_integration&utm_medium=listing_integration,Immobilier neuf , Casablanca,
900000.0,,,3000.0,https://www.avito.ma/fr/route_de_f%C3%A8s/villas_et_riads/%D8%A3%D8%B1%D8%B6_%D9%84%D9%84%D8%A8%D9%8A%D8%B9_%D8%B2%D9%88%D9%86_%D9%81%D9%8A%D9%84%D8%A7%D8%AA_%D9%85%D8%AD%D9%81%D8%B6%D8%A9__56715430.htm,Villas et Riads , Marrakech,Route de Fès
4700000.0,6.0,4.0,150.0,https://www.avito.ma/fr/centre/villas_et_riads/nouveau_villa_a_vendre_a_avenue_moulay_rachid_56543308.htm,Villas et Riads , Tanger,Centre
1350000.0,2.0,1.0,61.0,https://www.avito.ma/fr/abdelmoumen/appartements/Appartement_%C3%A0_vendre_61_m%C2%B2_%C3%A0_Casablanca_56736144.htm,Appartements , Casablanca,Abdelmoumen
567000.0,,,,https://immoneuf.avito.ma/fr/unite/ebb?utm_source=avito_integration&utm_medium=listing_integration,Immobilier neuf , Casablanca,
1150000.0,3.0,2.0,,https://www.avito.ma/fr/centre_ville/villas_et_riads/villa_a_vende_au_centre_ville_pr%C3%A8s_de_al_farabi__55989951.htm,Villas et Riads , Oujda,Centre Ville
660000.0,2.0,2.0,,https://www.avito.ma/fr/zemmouri/appartements/%D8%B4%D9%82%D8%A9_%D9%84%D9%84%D8%A8%D9%8A%D8%B9_%D8%A7%D9%84%D8%B2%D9%85%D9%88%D8%B1%D9%8A_1_%D8%A7%D9%84%D8%B7%D8%A7%D8%A8%D9%82_%D8%A7%D9%84%D8%B1%D8%A7%D8%A8%D8%B9_%D8%A8%D8%AF%D9%88%D9%86_%D9%85%D8%B5%D8%B9%D8%AF__56788808.htm,Appartements , Tanger,Zemmouri
1530000.0,3.0,2.0,148.0,https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/bel_Appartement_%C3%A0_vendre_%C3%A0_Casablanca_belvedere__55828175.htm,Appartements , Casablanca,Belvédère
1061500.0,,,,https://immoneuf.avito.ma/fr/unite/j6Y?utm_source=avito_integration&utm_medium=listing_integration,Immobilier neuf , Casablanca,
2825000.0,3.0,2.0,125.0,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_neuf_3_chambres_terrasse_et_balcon__56788804.htm,Appartements , Marrakech,Guéliz
14000000.0,,,4220.0,https://www.avito.ma/fr/anfa/appartements/3_immeubles_de_844_%C3%A0_afa_prince_%C3%A0_vendre__56462061.htm,Appartements , Casablanca,Anfa
230000.0,,,,https://immoneuf.avito.ma/fr/unite/jKa?utm_source=avito_integration&utm_medium=listing_integration,Immobilier neuf , Casablanca,
6500000.0,5.0,4.0,634.0,https://www.avito.ma/fr/amerchich/villas_et_riads/RAK_GU_1236___Villa_%C3%A0_vendre_%C3%A0_Amerchich_56407641.htm,Villas et Riads , Marrakech,Amerchich
728000.0,4.0,1.0,91.0,https://www.avito.ma/fr/dakhla/appartements/Appartement_%C3%A0_vendre_91_m%C2%B2_La_Perle_Bleue_%C3%A0_Dakhla_56420853.htm,Appartements , Dakhla,Toute la ville
898000.0,,,,https://immoneuf.avito.ma/fr/unite/KZp?utm_source=avito_integration&utm_medium=listing_integration,Immobilier neuf , Casablanca,
995000.0,2.0,2.0,96.0,https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_96_m%C2%B2_%C3%A0_Casablanca_56083171.htm,Appartements , Casablanca,Ain Sebaa
600000.0,2.0,2.0,97.0,https://www.avito.ma/fr/b%C3%A9ni_mellal/appartements/Appartement_%C3%A0_vendre_a_B%C3%A9ni_Mellal_56788765.htm,Appartements , Béni Mellal,Toute la ville
1550000.0,3.0,,,https://www.avito.ma/fr/hivernage/appartements/Appartement_%C3%A0_vendre_128_m%C2%B2_%C3%A0_Hivernage_Marrakech_56377329.htm,Appartements , Marrakech,Hivernage
550000.0,2.0,2.0,60.0,https://www.avito.ma/fr/martil/appartements/%D8%B4%D9%82%D9%82_%D8%B9%D8%B5%D8%B1%D9%8A%D8%A9_%D9%84%D9%84%D8%A8%D9%8A%D8%B9_%D8%AA%D8%AA%D9%88%D9%81%D8%B1_%D8%B9%D9%84%D9%89_%D9%85%D8%B5%D8%B9%D8%AF_%D9%88%D9%85%D9%88%D9%82%D9%81_%D9%84%D9%84%D8%B3%D9%8A%D8%A7%D8%B1%D8%A7%D8%AA__56779747.htm,Appartements , Martil,Toute la ville
3200000.0,2.0,2.0,,https://www.avito.ma/fr/m_hamid/maisons/%D9%85%D9%86%D8%B2%D9%84_%D9%84%D9%84%D8%A8%D9%8A%D8%B9__3_%D8%B1%D8%B3%D9%88%D9%85_%D8%B9%D9%82%D8%A7%D8%B1%D9%8A%D8%A9__54804544.htm,Maisons , Marrakech,M'Hamid
990000.0,1.0,1.0,,https://www.avito.ma/fr/franceville/appartements/Studios_neufs_de_petites_superficies_56510018.htm,Appartements , Casablanca,Franceville
780000.0,3.0,3.0,116.0,https://www.avito.ma/fr/bir_rami/appartements/Appartement_%C3%A0_vendre_116_m%C2%B2_%C3%A0_K%C3%A9nitra_56107933.htm,Appartements , Kénitra,Bir Rami
450000.0,,,,https://immoneuf.avito.ma/fr/unite/47K?utm_source=avito_integration&utm_medium=listing_integration,Immobilier neuf , Casablanca,
360000.0,2.0,1.0,52.0,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_52_m%C2%B2_%C3%A0_Bouznika_56726187.htm,Appartements , Bouznika,Autre secteur
430000.0,,,,https://immoneuf.avito.ma/fr/unite/47W?utm_source=avito_integration&utm_medium=listing_integration,Immobilier neuf , Casablanca,
800000.0,2.0,1.0,75.0,https://www.avito.ma/fr/centre_ville/appartements/%D8%B4%D9%82%D8%A9_%D9%84%D9%84%D8%A8%D9%8A%D8%B9_%D9%85%D8%AF%D9%8A%D9%86%D9%87_%D8%AA%D9%85%D8%A7%D8%B1%D8%A9_%D8%AD%D9%8A_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D9%82_56787203.htm,Appartements , Temara,Centre Ville
2825000.0,3.0,2.0,125.0,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_neuf_3_chambres_terrasse_et_balcon__56788804.htm,Appartements , Marrakech,Guéliz
14000000.0,,,4220.0,https://www.avito.ma/fr/anfa/appartements/3_immeubles_de_844_%C3%A0_afa_prince_%C3%A0_vendre__56462061.htm,Appartements , Casablanca,Anfa
985000.0,,,,https://immoneuf.avito.ma/fr/unite/jTT?utm_source=avito_integration&utm_medium=listing_integration,Immobilier neuf , Casablanca,
6500000.0,5.0,4.0,634.0,https://www.avito.ma/fr/amerchich/villas_et_riads/RAK_GU_1236___Villa_%C3%A0_vendre_%C3%A0_Amerchich_56407641.htm,Villas et Riads , Marrakech,Amerchich
